order_id,customer_id,order_date,region,product_id,sales,quantity,discount,shipping_cost,tax,profit,order_status,age,segment,income_level,category,sub_category
ORDER-163,CUST-104,2024-03-24 20:06:29.189189190,East,PROD-99,60.52,1,0.11,20.96,1.18,75.59,Delivered,34,Corporate,Medium,Technology,Phones
ORDER-164,CUST-31,2024-03-25 08:31:42.702702703,South,PROD-40,164.15,5,0.02,29.78,1.33,5.04,Shipped,25,Corporate,Medium,Technology,Phones
ORDER-165,CUST-146,2024-03-25 20:56:56.216216217,East,PROD-89,405.64,5,0.02,23.14,1.82,131.92,Shipped,32,Consumer,Medium,Technology,Phones
ORDER-166,CUST-64,2024-03-26 09:22:09.729729730,West,PROD-16,481.43,4,0.09,42.51,26.4,76.78,Shipped,61,Consumer,Medium,Furniture,Chairs
ORDER-167,CUST-149,2024-03-26 21:47:23.243243244,East,PROD-82,397.11,6,0.43,41.66,14.58,-35.62,Pending,50,Consumer,Low,Office Supplies,Pens
ORDER-168,CUST-153,2024-03-27 10:12:36.756756757,East,PROD-38,348.37,4,0.14,32.53,21.32,131.8,Shipped,22,Consumer,Low,Office Supplies,Binders
ORDER-169,CUST-11,2024-03-27 22:37:50.270270271,North,PROD-48,265.44,7,0.48,21.81,0.09,141.55,Pending,65,Consumer,Medium,Furniture,Bookcases
ORDER-170,CUST-159,2024-03-28 11:03:03.783783784,West,PROD-79,52.49,7,0.29,16.49,7.27,-34.46,Delivered,69,Consumer,Medium,Furniture,Bookcases
ORDER-171,CUST-21,2024-03-28 23:28:17.297297298,North,PROD-29,479.5,2,0.22,9.76,11.35,56.47,Shipped,33,Corporate,Medium,Technology,Phones
ORDER-172,CUST-108,2024-03-29 11:53:30.810810811,South,PROD-29,381.61,3,0.29,20.97,14.42,10.67,Cancelled,60,Corporate,Low,Technology,Accessories
ORDER-173,CUST-169,2024-03-30 00:18:44.324324325,South,PROD-18,323.09,1,0.26,23.59,13.13,28.57,Shipped,47,Consumer,High,Furniture,Bookcases
ORDER-174,CUST-150,2024-03-30 12:43:57.837837838,West,PROD-62,381.93,8,0.38,35.41,1.84,-14.07,Shipped,25,Consumer,Low,Furniture,Tables
ORDER-175,CUST-145,2024-03-31 01:09:11.351351352,East,PROD-20,364.81,9,0.14,34.62,24.36,65.61,Shipped,23,Consumer,Medium,Furniture,Tables
ORDER-176,CUST-134,2024-03-31 13:34:24.864864865,North,PROD-59,322.24,4,0.18,8.15,24.3,141.6,Pending,19,Consumer,Medium,Technology,Accessories
ORDER-177,CUST-81,2024-04-01 01:59:38.378378379,West,PROD-96,490.48,6,0.45,22.79,4.33,50.61,Delivered,38,Home Office,Low,Office Supplies,Binders
ORDER-178,CUST-67,2024-04-01 14:24:51.891891892,North,PROD-78,452.65,9,0.47,13.18,1.67,-33.42,Pending,46,Consumer,Medium,Technology,Copiers
ORDER-179,CUST-53,2024-04-02 02:50:05.405405406,East,PROD-48,326.87,6,0.45,12.06,6.25,74.0,Cancelled,50,Home Office,Medium,Furniture,Bookcases
ORDER-180,CUST-172,2024-04-02 15:15:18.918918919,North,PROD-54,349.66,9,0.21,42.23,9.9,18.04,Delivered,36,Consumer,Low,Furniture,Bookcases
ORDER-181,CUST-184,2024-04-03 03:40:32.432432433,West,PROD-90,35.28,4,0.39,6.89,6.41,121.19,Delivered,49,Home Office,Low,Technology,Accessories
ORDER-182,CUST-81,2024-04-03 16:05:45.945945946,East,PROD-71,338.26,8,0.24,23.86,8.78,36.94,Delivered,38,Home Office,Low,Technology,Copiers
ORDER-183,CUST-62,2024-04-04 04:30:59.459459460,East,PROD-61,31.64,9,0.25,12.57,26.13,-11.43,Delivered,66,Consumer,Low,Furniture,Bookcases
ORDER-184,CUST-68,2024-04-04 16:56:12.972972973,West,PROD-97,298.25,4,0.1,44.57,23.52,-11.78,Shipped,63,Home Office,Low,Furniture,Chairs
ORDER-185,CUST-102,2024-04-05 05:21:26.486486487,East,PROD-69,499.68,5,0.3,30.07,8.32,103.75,Delivered,19,Corporate,High,Technology,Phones
ORDER-186,CUST-34,2024-04-05 17:46:40.000000000,North,PROD-86,282.35,8,0.09,15.41,20.52,3.12,Pending,34,Home Office,Medium,Technology,Phones
ORDER-187,CUST-172,2024-04-06 06:11:53.513513514,South,PROD-28,241.87,6,0.17,27.61,2.25,103.45,Pending,36,Consumer,Low,Furniture,Tables
ORDER-188,CUST-166,2024-04-06 18:37:07.027027027,West,PROD-98,163.3,7,0.43,37.92,14.87,-8.82,Delivered,30,Home Office,High,Furniture,Chairs
ORDER-189,CUST-77,2024-04-07 07:02:20.540540541,North,PROD-32,69.06,3,0.1,48.12,14.88,14.34,Delivered,48,Corporate,High,Furniture,Bookcases
ORDER-190,CUST-118,2024-04-07 19:27:34.054054054,East,PROD-88,368.2,7,0.04,14.92,8.97,43.1,Delivered,30,Consumer,Medium,Furniture,Bookcases
ORDER-191,CUST-81,2024-04-08 07:52:47.567567568,South,PROD-97,104.37,8,0.03,44.88,2.69,138.64,Shipped,38,Home Office,Low,Office Supplies,Paper
ORDER-192,CUST-193,2024-04-08 20:18:01.081081081,North,PROD-77,66.49,6,0.47,47.04,21.92,136.35,Delivered,39,Home Office,Low,Furniture,Chairs
ORDER-193,CUST-19,2024-04-09 08:43:14.594594595,West,PROD-11,216.66,9,0.25,46.24,9.85,-8.63,Shipped,19,Consumer,Medium,Technology,Copiers
ORDER-194,CUST-3,2024-04-09 21:08:28.108108109,East,PROD-68,399.72,6,0.2,33.59,31.4,21.64,Shipped,28,Corporate,High,Office Supplies,Pens
ORDER-195,CUST-118,2024-04-10 09:33:41.621621622,West,PROD-58,375.08,9,0.41,33.34,1.02,-20.12,Shipped,30,Consumer,Medium,Technology,Copiers
ORDER-196,CUST-160,2024-04-10 21:58:55.135135136,North,PROD-68,36.89,4,0.42,23.14,15.94,52.0,Delivered,47,Corporate,Medium,Furniture,Bookcases
ORDER-197,CUST-145,2024-04-11 10:24:08.648648649,South,PROD-91,233.02,8,0.17,38.86,11.45,42.12,Shipped,23,Consumer,Medium,Technology,Accessories
ORDER-198,CUST-26,2024-04-11 22:49:22.162162163,North,PROD-47,265.99,4,0.35,28.91,1.66,130.15,Delivered,50,Corporate,Medium,Office Supplies,Pens
ORDER-199,CUST-19,2024-04-12 11:14:35.675675676,North,PROD-10,325.83,2,0.39,35.48,15.32,136.0,Delivered,19,Consumer,Medium,Office Supplies,Binders
ORDER-200,CUST-138,2024-04-12 23:39:49.189189190,East,PROD-73,328.58,9,0.33,24.28,2.51,26.71,Delivered,68,Corporate,Medium,Furniture,Chairs
ORDER-201,CUST-55,2024-04-13 12:05:02.702702703,West,PROD-15,188.7,5,0.08,37.92,9.18,48.35,Delivered,64,Corporate,Medium,Furniture,Bookcases
ORDER-202,CUST-130,2024-04-14 00:30:16.216216217,North,PROD-8,284.73,4,0.44,42.1,1.05,129.25,Delivered,40,Corporate,High,Furniture,Chairs
ORDER-203,CUST-68,2024-04-14 12:55:29.729729730,North,PROD-71,245.72,2,0.27,11.59,6.74,111.34,Delivered,63,Home Office,Low,Furniture,Tables
ORDER-204,CUST-34,2024-04-15 01:20:43.243243244,South,PROD-65,443.65,1,0.14,42.48,5.2,-49.27,Delivered,34,Home Office,Medium,Technology,Accessories
ORDER-205,CUST-90,2024-04-15 13:45:56.756756758,South,PROD-26,269.83,7,0.21,29.31,4.28,14.01,Shipped,20,Consumer,Medium,Office Supplies,Binders
ORDER-206,CUST-18,2024-04-16 02:11:10.270270270,West,PROD-74,226.11,6,0.02,43.01,24.7,34.35,Delivered,35,Corporate,Medium,Technology,Accessories
ORDER-207,CUST-63,2024-04-16 14:36:23.783783784,West,PROD-69,208.2,2,0.06,24.41,0.19,-4.06,Delivered,34,Home Office,Medium,Office Supplies,Pens
ORDER-208,CUST-95,2024-04-17 03:01:37.297297298,East,PROD-20,290.49,8,0.38,22.06,13.36,-10.09,Shipped,49,Corporate,Low,Furniture,Tables
ORDER-209,CUST-73,2024-04-17 15:26:50.810810812,West,PROD-22,403.95,4,0.0,46.18,0.9,-42.44,Shipped,41,Consumer,Medium,Office Supplies,Binders
ORDER-210,CUST-41,2024-04-18 03:52:04.324324324,South,PROD-42,273.82,8,0.21,16.3,5.97,78.67,Delivered,63,Consumer,Medium,Furniture,Bookcases
ORDER-211,CUST-113,2024-04-18 16:17:17.837837838,West,PROD-67,334.21,7,0.26,42.99,5.43,2.5,Pending,43,Home Office,Medium,Office Supplies,Paper
ORDER-212,CUST-140,2024-04-19 04:42:31.351351352,North,PROD-57,371.55,5,0.03,26.78,5.1,-39.53,Cancelled,39,Home Office,Medium,Office Supplies,Binders
ORDER-213,CUST-181,2024-04-19 17:07:44.864864866,West,PROD-15,264.88,8,0.49,28.13,22.11,-3.8,Shipped,18,Consumer,Medium,Technology,Accessories
ORDER-214,CUST-78,2024-04-20 05:32:58.378378378,West,PROD-88,219.14,9,0.11,18.88,8.05,110.38,Delivered,52,Consumer,Medium,Furniture,Bookcases
ORDER-215,CUST-157,2024-04-20 17:58:11.891891892,East,PROD-27,439.57,5,0.15,30.79,8.75,120.3,Shipped,62,Corporate,Medium,Furniture,Tables
ORDER-216,CUST-168,2024-04-21 06:23:25.405405406,North,PROD-92,214.58,5,0.15,19.63,4.95,46.61,Delivered,59,Consumer,Low,Office Supplies,Pens
ORDER-217,CUST-136,2024-04-21 18:48:38.918918920,East,PROD-75,236.35,2,0.12,6.77,18.49,33.21,Delivered,40,Consumer,Medium,Furniture,Bookcases
ORDER-218,CUST-3,2024-04-22 07:13:52.432432432,South,PROD-63,495.27,5,0.0,17.24,25.71,145.57,Delivered,28,Corporate,High,Furniture,Tables
ORDER-219,CUST-171,2024-04-22 19:39:05.945945946,West,PROD-12,10.12,3,0.36,5.29,19.14,-9.89,Delivered,34,Corporate,Medium,Furniture,Chairs
ORDER-220,CUST-142,2024-04-23 08:04:19.459459460,West,PROD-66,100.88,7,0.48,49.03,4.21,-6.93,Pending,66,Consumer,Low,Furniture,Chairs
ORDER-221,CUST-77,2024-04-23 20:29:32.972972974,South,PROD-58,198.14,5,0.11,48.46,4.38,8.37,Pending,48,Corporate,High,Furniture,Tables
ORDER-222,CUST-170,2024-04-24 08:54:46.486486486,East,PROD-8,466.97,8,0.33,22.78,4.7,-15.45,Shipped,36,Corporate,Medium,Technology,Copiers
ORDER-223,CUST-27,2024-04-24 21:20:00.000000000,North,PROD-59,44.31,1,0.37,37.78,16.14,25.87,Delivered,31,Consumer,Medium,Office Supplies,Pens
ORDER-224,CUST-35,2024-04-25 09:45:13.513513514,East,PROD-17,14.65,3,0.42,20.56,12.52,132.17,Shipped,50,Home Office,Medium,Office Supplies,Pens
ORDER-225,CUST-68,2024-04-25 22:10:27.027027028,East,PROD-66,35.82,3,0.21,35.2,11.39,73.07,Shipped,63,Home Office,Low,Office Supplies,Paper
ORDER-226,CUST-30,2024-04-26 10:35:40.540540542,North,PROD-54,53.39,9,0.15,41.24,10.06,32.39,Delivered,37,Consumer,High,Office Supplies,Binders
ORDER-227,CUST-28,2024-04-26 23:00:54.054054054,West,PROD-59,28.42,5,0.16,47.6,6.06,136.88,Delivered,38,Corporate,Medium,Office Supplies,Pens
ORDER-228,CUST-191,2024-04-27 11:26:07.567567568,East,PROD-73,245.09,9,0.36,23.01,35.66,-40.31,Delivered,56,Consumer,Medium,Furniture,Tables
ORDER-229,CUST-142,2024-04-27 23:51:21.081081082,South,PROD-8,294.57,9,0.41,40.25,5.71,-7.94,Shipped,66,Consumer,Low,Furniture,Chairs
ORDER-230,CUST-40,2024-04-28 12:16:34.594594596,North,PROD-72,143.13,1,0.09,16.97,28.85,63.18,Pending,39,Consumer,High,Office Supplies,Paper
ORDER-231,CUST-70,2024-04-29 00:41:48.108108108,West,PROD-60,205.16,2,0.19,49.56,0.65,73.11,Cancelled,52,Home Office,Low,Office Supplies,Pens
ORDER-232,CUST-73,2024-04-29 13:07:01.621621622,North,PROD-87,54.93,5,0.45,6.16,9.3,-42.09,Shipped,41,Consumer,Medium,Furniture,Bookcases
ORDER-233,CUST-155,2024-04-30 01:32:15.135135136,South,PROD-40,174.82,4,0.4,32.16,18.17,30.61,Delivered,21,Home Office,Medium,Furniture,Tables
ORDER-234,CUST-54,2024-04-30 13:57:28.648648650,North,PROD-93,266.03,9,0.49,34.68,7.72,79.83,Delivered,45,Home Office,Medium,Office Supplies,Binders
ORDER-235,CUST-184,2024-05-01 02:22:42.162162162,North,PROD-3,368.81,7,0.38,35.96,23.14,89.61,Delivered,49,Home Office,Low,Office Supplies,Binders
ORDER-236,CUST-88,2024-05-01 14:47:55.675675676,East,PROD-51,11.64,6,0.2,10.42,41.12,77.63,Shipped,59,Corporate,High,Technology,Copiers
ORDER-237,CUST-53,2024-05-02 03:13:09.189189190,South,PROD-33,238.98,7,0.3,47.23,2.06,14.11,Delivered,50,Home Office,Medium,Technology,Accessories
ORDER-238,CUST-176,2024-05-02 15:38:22.702702704,South,PROD-1,155.53,1,0.33,13.15,5.89,-31.3,Delivered,43,Consumer,High,Office Supplies,Binders
ORDER-239,CUST-163,2024-05-03 04:03:36.216216216,South,PROD-96,427.88,1,0.04,33.02,12.66,35.42,Delivered,57,Corporate,Medium,Furniture,Tables
ORDER-240,CUST-68,2024-05-03 16:28:49.729729730,North,PROD-28,360.62,8,0.27,15.02,21.98,-24.25,Shipped,63,Home Office,Low,Furniture,Chairs
ORDER-241,CUST-130,2024-05-04 04:54:03.243243244,South,PROD-75,298.66,2,0.35,18.82,9.82,139.52,Shipped,40,Corporate,High,Furniture,Bookcases
ORDER-242,CUST-126,2024-05-04 17:19:16.756756758,South,PROD-10,145.86,9,0.08,29.59,12.98,45.03,Shipped,33,Consumer,Medium,Technology,Phones
ORDER-243,CUST-65,2024-05-05 05:44:30.270270270,South,PROD-6,456.07,7,0.39,23.77,31.43,13.45,Delivered,45,Consumer,Low,Office Supplies,Paper
ORDER-244,CUST-14,2024-05-05 18:09:43.783783784,East,PROD-55,32.1,6,0.29,12.21,6.48,103.26,Delivered,42,Consumer,Low,Technology,Accessories
ORDER-245,CUST-24,2024-05-06 06:34:57.297297298,South,PROD-45,63.64,1,0.48,12.69,9.69,49.59,Shipped,50,Consumer,Medium,Furniture,Tables
ORDER-246,CUST-163,2024-05-06 19:00:10.810810812,North,PROD-90,201.9,1,0.02,23.82,12.0,12.01,Delivered,57,Corporate,Medium,Office Supplies,Paper
ORDER-247,CUST-109,2024-05-07 07:25:24.324324324,East,PROD-9,70.97,2,0.13,39.08,7.23,112.39,Shipped,65,Consumer,Low,Furniture,Bookcases
ORDER-248,CUST-71,2024-05-07 19:50:37.837837838,South,PROD-70,478.64,6,0.3,45.41,5.41,123.43,Delivered,58,Corporate,Low,Furniture,Bookcases
ORDER-249,CUST-12,2024-05-08 08:15:51.351351352,South,PROD-8,401.01,6,0.15,8.79,1.67,84.6,Cancelled,42,Home Office,High,Office Supplies,Paper
ORDER-250,CUST-1,2024-05-08 20:41:04.864864866,East,PROD-9,136.9,2,0.36,22.69,16.02,-40.61,Shipped,41,Consumer,High,Furniture,Tables
ORDER-251,CUST-86,2024-05-09 09:06:18.378378378,South,PROD-61,298.39,1,0.38,9.51,38.36,63.26,Shipped,35,Consumer,Medium,Furniture,Bookcases
ORDER-252,CUST-198,2024-05-09 21:31:31.891891892,North,PROD-5,491.34,5,0.05,5.75,16.69,102.66,Shipped,33,Home Office,Low,Furniture,Bookcases
ORDER-253,CUST-34,2024-05-10 09:56:45.405405406,North,PROD-37,443.26,5,0.26,34.78,10.96,-22.7,Delivered,34,Home Office,Medium,Office Supplies,Binders
ORDER-254,CUST-164,2024-05-10 22:21:58.918918920,South,PROD-53,304.39,2,0.25,32.11,1.0,-4.27,Delivered,69,Corporate,High,Furniture,Chairs
ORDER-255,CUST-68,2024-05-11 10:47:12.432432432,North,PROD-24,452.82,6,0.18,12.34,27.64,126.5,Cancelled,63,Home Office,Low,Office Supplies,Paper
ORDER-256,CUST-42,2024-05-11 23:12:25.945945946,East,PROD-99,494.7,9,0.47,15.52,35.02,-45.98,Shipped,47,Consumer,Medium,Furniture,Bookcases
ORDER-257,CUST-190,2024-05-12 11:37:39.459459460,South,PROD-18,374.24,2,0.41,6.07,3.23,100.55,Cancelled,33,Consumer,High,Office Supplies,Binders
ORDER-258,CUST-114,2024-05-13 00:02:52.972972974,East,PROD-99,41.84,2,0.35,42.57,0.45,44.75,Pending,52,Home Office,Low,Office Supplies,Paper
ORDER-259,CUST-142,2024-05-13 12:28:06.486486488,North,PROD-83,206.77,3,0.36,48.86,15.96,39.35,Delivered,66,Consumer,Low,Furniture,Bookcases
ORDER-260,CUST-181,2024-05-14 00:53:20.000000000,South,PROD-94,420.53,7,0.23,11.1,21.02,-48.58,Pending,18,Consumer,Medium,Technology,Phones
ORDER-261,CUST-110,2024-05-14 13:18:33.513513514,East,PROD-83,122.98,6,0.46,15.42,1.44,113.88,Delivered,56,Consumer,Low,Furniture,Chairs
ORDER-262,CUST-144,2024-05-15 01:43:47.027027028,North,PROD-54,417.01,8,0.35,44.08,23.6,21.96,Delivered,59,Consumer,Medium,Furniture,Bookcases
ORDER-263,CUST-3,2024-05-15 14:09:00.540540542,South,PROD-48,68.97,8,0.36,46.69,5.76,58.15,Delivered,28,Corporate,High,Technology,Copiers
ORDER-264,CUST-29,2024-05-16 02:34:14.054054054,West,PROD-49,33.0,6,0.43,23.88,12.1,85.46,Delivered,65,Corporate,Medium,Technology,Phones
ORDER-265,CUST-20,2024-05-16 14:59:27.567567568,North,PROD-58,198.2,3,0.14,7.28,7.22,90.53,Shipped,52,Consumer,Medium,Furniture,Bookcases
ORDER-266,CUST-177,2024-05-17 03:24:41.081081082,North,PROD-49,28.0,3,0.4,6.77,30.53,141.2,Pending,40,Corporate,Low,Furniture,Tables
ORDER-267,CUST-39,2024-05-17 15:49:54.594594596,West,PROD-49,479.06,1,0.1,30.83,11.25,56.27,Delivered,39,Corporate,High,Office Supplies,Paper
ORDER-268,CUST-140,2024-05-18 04:15:08.108108108,West,PROD-11,414.84,7,0.17,22.68,9.67,29.94,Shipped,39,Home Office,Medium,Office Supplies,Binders
ORDER-269,CUST-10,2024-05-18 16:40:21.621621622,East,PROD-88,402.38,5,0.17,6.29,6.11,140.74,Shipped,52,Corporate,Low,Furniture,Bookcases
ORDER-270,CUST-95,2024-05-19 05:05:35.135135136,North,PROD-85,318.59,4,0.49,31.25,29.06,78.42,Delivered,49,Corporate,Low,Technology,Accessories
ORDER-271,CUST-150,2024-05-19 17:30:48.648648650,West,PROD-70,116.0,4,0.43,5.51,11.93,9.63,Delivered,25,Consumer,Low,Technology,Phones
ORDER-272,CUST-142,2024-05-20 05:56:02.162162162,South,PROD-18,263.95,4,0.35,40.43,9.72,-24.71,Pending,66,Consumer,Low,Office Supplies,Binders
ORDER-273,CUST-38,2024-05-20 18:21:15.675675676,North,PROD-84,302.66,6,0.36,18.79,43.99,118.51,Shipped,68,Consumer,Medium,Office Supplies,Pens
ORDER-274,CUST-111,2024-05-21 06:46:29.189189190,East,PROD-45,267.27,8,0.28,6.81,3.78,22.44,Pending,46,Consumer,Low,Office Supplies,Binders
ORDER-275,CUST-33,2024-05-21 19:11:42.702702704,West,PROD-16,137.51,8,0.47,31.48,44.88,82.09,Delivered,20,Consumer,Low,Technology,Accessories
ORDER-276,CUST-11,2024-05-22 07:36:56.216216216,North,PROD-23,262.47,5,0.25,22.9,17.7,44.16,Delivered,65,Consumer,Medium,Furniture,Chairs
ORDER-277,CUST-79,2024-05-22 20:02:09.729729730,North,PROD-69,250.68,6,0.19,48.82,18.9,-10.21,Cancelled,50,Consumer,Medium,Office Supplies,Pens
ORDER-278,CUST-94,2024-05-23 08:27:23.243243244,West,PROD-51,498.2,4,0.08,29.49,9.74,70.34,Delivered,67,Corporate,Low,Furniture,Tables
ORDER-279,CUST-11,2024-05-23 20:52:36.756756758,West,PROD-68,449.74,9,0.39,17.39,21.24,-37.86,Shipped,65,Consumer,Medium,Technology,Phones
ORDER-280,CUST-92,2024-05-24 09:17:50.270270270,West,PROD-17,237.06,8,0.37,36.92,30.17,32.67,Cancelled,63,Corporate,High,Office Supplies,Binders
ORDER-281,CUST-54,2024-05-24 21:43:03.783783784,North,PROD-94,315.24,1,0.19,17.22,3.83,59.32,Delivered,45,Home Office,Medium,Furniture,Bookcases
ORDER-282,CUST-175,2024-05-25 10:08:17.297297298,West,PROD-29,376.46,2,0.01,45.69,21.29,37.21,Shipped,54,Corporate,Medium,Furniture,Bookcases
ORDER-283,CUST-64,2024-05-25 22:33:30.810810812,West,PROD-1,27.08,9,0.42,21.86,0.43,99.73,Cancelled,61,Consumer,Medium,Office Supplies,Pens
ORDER-284,CUST-171,2024-05-26 10:58:44.324324324,North,PROD-97,448.51,8,0.01,29.74,1.72,115.58,Delivered,34,Corporate,Medium,Office Supplies,Binders
ORDER-285,CUST-27,2024-05-26 23:23:57.837837838,North,PROD-3,431.46,3,0.35,7.28,0.03,104.25,Delivered,31,Consumer,Medium,Technology,Accessories
ORDER-286,CUST-91,2024-05-27 11:49:11.351351352,East,PROD-39,234.14,8,0.49,24.18,1.15,-42.24,Delivered,57,Consumer,Medium,Furniture,Bookcases
ORDER-287,CUST-200,2024-05-28 00:14:24.864864866,South,PROD-60,201.67,1,0.22,42.46,31.87,-11.17,Shipped,54,Corporate,Medium,Furniture,Chairs
ORDER-288,CUST-144,2024-05-28 12:39:38.378378378,North,PROD-87,143.75,4,0.12,41.25,0.44,57.32,Shipped,59,Consumer,Medium,Technology,Copiers
ORDER-289,CUST-105,2024-05-29 01:04:51.891891892,South,PROD-93,243.57,3,0.35,15.09,31.88,136.96,Delivered,57,Home Office,Medium,Furniture,Bookcases
ORDER-290,CUST-159,2024-05-29 13:30:05.405405406,East,PROD-70,31.74,6,0.41,15.17,2.67,116.99,Shipped,69,Consumer,Medium,Furniture,Tables
ORDER-291,CUST-192,2024-05-30 01:55:18.918918920,East,PROD-55,427.57,7,0.27,41.78,4.41,118.51,Delivered,22,Home Office,High,Technology,Accessories
ORDER-292,CUST-40,2024-05-30 14:20:32.432432434,West,PROD-69,27.36,4,0.48,46.87,0.26,10.64,Delivered,39,Consumer,High,Furniture,Bookcases
ORDER-293,CUST-61,2024-05-31 02:45:45.945945946,East,PROD-49,171.24,7,0.03,9.29,20.95,35.89,Delivered,52,Consumer,Medium,Furniture,Tables
ORDER-294,CUST-42,2024-05-31 15:10:59.459459460,West,PROD-30,466.48,9,0.25,25.25,28.02,44.14,Delivered,47,Consumer,Medium,Technology,Copiers
ORDER-295,CUST-46,2024-06-01 03:36:12.972972974,West,PROD-32,370.25,2,0.36,20.19,24.59,-18.53,Delivered,68,Corporate,Low,Furniture,Chairs
ORDER-296,CUST-106,2024-06-01 16:01:26.486486488,North,PROD-59,147.88,3,0.43,44.18,31.8,-43.79,Delivered,50,Consumer,Medium,Office Supplies,Binders
ORDER-297,CUST-7,2024-06-02 04:26:40.000000000,North,PROD-45,133.8,5,0.09,8.76,1.61,139.38,Delivered,55,Consumer,High,Technology,Phones
ORDER-298,CUST-46,2024-06-02 16:51:53.513513514,South,PROD-20,12.49,3,0.4,14.5,15.81,-1.86,Shipped,68,Corporate,Low,Office Supplies,Paper
ORDER-299,CUST-189,2024-06-03 05:17:07.027027028,West,PROD-36,350.9,8,0.28,38.86,8.03,-2.01,Shipped,18,Corporate,Medium,Office Supplies,Paper
ORDER-300,CUST-86,2024-06-03 17:42:20.540540542,West,PROD-25,33.9,8,0.2,7.31,16.5,-33.32,Shipped,35,Consumer,Medium,Technology,Accessories
ORDER-301,CUST-106,2024-06-04 06:07:34.054054054,South,PROD-93,270.98,8,0.07,27.16,0.31,135.7,Shipped,50,Consumer,Medium,Office Supplies,Paper
ORDER-302,CUST-172,2024-06-04 18:32:47.567567568,West,PROD-98,481.44,9,0.43,24.89,30.99,65.95,Shipped,36,Consumer,Low,Furniture,Chairs
ORDER-303,CUST-189,2024-06-05 06:58:01.081081082,East,PROD-15,63.64,4,0.08,20.05,3.06,83.41,Shipped,18,Corporate,Medium,Office Supplies,Binders
ORDER-304,CUST-64,2024-06-05 19:23:14.594594596,West,PROD-5,448.3,5,0.15,22.76,12.62,132.32,Delivered,61,Consumer,Medium,Furniture,Chairs
ORDER-305,CUST-69,2024-06-06 07:48:28.108108108,West,PROD-85,495.82,5,0.15,28.85,20.21,19.12,Cancelled,23,Consumer,Medium,Office Supplies,Pens
ORDER-306,CUST-41,2024-06-06 20:13:41.621621622,West,PROD-54,40.14,8,0.44,12.26,4.97,74.3,Shipped,63,Consumer,Medium,Furniture,Chairs
ORDER-307,CUST-180,2024-06-07 08:38:55.135135136,North,PROD-79,442.62,7,0.34,30.74,12.9,-42.24,Delivered,18,Consumer,Low,Technology,Accessories
ORDER-308,CUST-28,2024-06-07 21:04:08.648648650,East,PROD-99,262.88,9,0.4,41.24,4.47,-12.65,Delivered,38,Corporate,Medium,Office Supplies,Pens
ORDER-309,CUST-98,2024-06-08 09:29:22.162162162,West,PROD-3,454.19,8,0.13,39.21,37.38,116.25,Pending,40,Consumer,Low,Furniture,Chairs
ORDER-310,CUST-10,2024-06-08 21:54:35.675675676,East,PROD-31,289.95,2,0.31,11.93,10.55,103.35,Cancelled,52,Corporate,Low,Technology,Accessories
ORDER-311,CUST-121,2024-06-09 10:19:49.189189190,East,PROD-27,334.43,4,0.29,11.72,7.57,20.13,Delivered,62,Home Office,High,Furniture,Tables
ORDER-312,CUST-57,2024-06-09 22:45:02.702702704,East,PROD-9,276.45,6,0.42,17.07,4.24,25.36,Shipped,22,Consumer,High,Furniture,Chairs
ORDER-313,CUST-52,2024-06-10 11:10:16.216216216,South,PROD-13,433.6,2,0.45,21.25,20.51,56.71,Delivered,47,Corporate,High,Furniture,Bookcases
ORDER-314,CUST-118,2024-06-10 23:35:29.729729730,West,PROD-77,369.62,7,0.01,23.38,3.88,-49.95,Shipped,30,Consumer,Medium,Technology,Accessories
ORDER-315,CUST-90,2024-06-11 12:00:43.243243244,North,PROD-5,265.42,3,0.34,35.59,5.77,-1.75,Delivered,20,Consumer,Medium,Technology,Phones
ORDER-316,CUST-79,2024-06-12 00:25:56.756756758,North,PROD-58,435.4,3,0.03,7.55,5.77,-8.35,Pending,50,Consumer,Medium,Furniture,Tables
ORDER-317,CUST-59,2024-06-12 12:51:10.270270270,North,PROD-77,130.19,2,0.27,6.56,6.68,0.1,Delivered,36,Consumer,Medium,Furniture,Bookcases
ORDER-318,CUST-58,2024-06-13 01:16:23.783783784,North,PROD-87,87.1,8,0.14,22.64,29.02,111.18,Delivered,65,Consumer,Low,Furniture,Chairs
ORDER-319,CUST-7,2024-06-13 13:41:37.297297298,West,PROD-91,88.6,6,0.15,36.37,26.22,5.93,Delivered,55,Consumer,High,Office Supplies,Binders
ORDER-320,CUST-169,2024-06-14 02:06:50.810810812,North,PROD-7,173.66,1,0.18,13.7,16.26,-11.7,Shipped,47,Consumer,High,Office Supplies,Paper
ORDER-321,CUST-50,2024-06-14 14:32:04.324324324,East,PROD-32,126.96,1,0.31,33.87,4.58,50.85,Delivered,51,Consumer,Low,Furniture,Bookcases
ORDER-322,CUST-103,2024-06-15 02:57:17.837837838,South,PROD-95,465.74,7,0.17,16.69,8.03,123.13,Delivered,43,Consumer,Medium,Technology,Accessories
ORDER-323,CUST-85,2024-06-15 15:22:31.351351352,North,PROD-6,61.86,8,0.37,44.87,0.31,-1.73,Delivered,20,Consumer,Medium,Technology,Accessories
ORDER-324,CUST-72,2024-06-16 03:47:44.864864866,East,PROD-52,352.51,5,0.2,45.31,8.95,-34.29,Delivered,54,Consumer,Medium,Furniture,Chairs
